IssuerName,SecurityId
Sandesh Ltd.,SANDESH.NS
Garnet Construction Ltd.,GARNET.NS
Goldiam International Ltd.,GOLDIAM.NS
Bright Brothers Ltd.,BRIGHTBR.NS
Narmada Gelatines Ltd.,SHAWGELTIN.NS
P.G.Foils Ltd.,PGFOILQ.NS
Gratex Industries Ltd.,GRATEXI.NS
Velan Hotels Ltd.,VELHO.NS
Howard Hotels Limited,HOWARHO.NS
Pressure Sensitive Systems (India),PRESSURS.NS
Valiant Communications Ltd.,VALIANT.NS
Dr.Agarwals Eye Hospital Ltd.,DRAGARWQ.NS
Mahasagar Travels Ltd.,MHSGRMS.NS
Greenply Industries Ltd,GREENPLY.NS
Seamec Ltd,SEAMECLTD.NS
Raghunath International Ltd.,RAGHUNAT.NS
Cheviot Co.Ltd.,CHEVIOT.NS
Dai-Ichi Karkaria Ltd.,DAICHI.NS
Rajeswari Infrastructure Limited,RAJINFRA.NS
SPICE ISLANDS INDUSTRIES LIMITED,SPICEISLIN.NS
Confidence Petroleum India Limited,CONFIPET.NS
Shelter Infra Projects Limited,SIPL.NS
Shakti Press Ltd.,SHAKTIPR.NS
Ashirwad Steels & Industries Ltd.,ASHSI.NS
Banaras Beads Ltd.,BANARBEADS.NS
Arex Industries Ltd.,AREXMIS.NS
Bilcare Ltd.,BI.NS
ISF LIMITED,ISFL.NS
Rishi Laser Ltd.,RISHILASE.NS
Jainco Projects (India) Ltd.,JAINCO.NS
Kumbhat Financial Services Ltd.,KUMPFIN.NS
Intec Capital Limited,INTECCAP.NS
Rajasthan Gases Ltd.,RAJGASES.NS
Siddheswari Garments Ltd.,SIDDHEGA.NS
63 Moons Technologies Limited,63MOONS.NS
Shikhar Consultants Ltd.,SHIKHAR.NS
Sarla Performance Fibers Ltd,SARLAPOLY.NS
Market Creators Ltd.,MKTCREAT.NS
HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL.NS
Sonal Adhesives Ltd.,SONALAD.NS
Padmanabh Industries Limited,PADMAIND.NS
Twentyfirst Century Management Serv,21STCENMGM.NS
Hariyana Ship Breakers Ltd.,HRYNSHP.NS
ARUNIS ABODE LIMITED,ARUNIS.NS
Tyroon Tea Co. Ltd.,TYROON.NS
La Opala RG Ltd.,LAOPALA.NS
Stylam Industries Limited,STYLAMIND.NS
Venus Remedies Ltd.,VENUSREM.NS
Woodsvilla Limited,WOODSVILA.NS
LAST MILE ENTERPRISES LIMITED,LASTMILE.NS
Gujarat Craft Industries Ltd.,GUJCRAFT.NS
Heera Ispat Ltd.,HEERAISP.NS
Dhoot Industrial Finance Ltd.,DHOOTIN.NS
Crimson Metal Engineering Company Ltd,CRIMSON.NS
SHRI BAJRANG ALLIANCE LIMITED,SHBAJRG.NS
Urja Global Limited,URJA.NS
Ashapura Minechem Ltd,ASHAPURMIN.NS
Shree Pacetronix Ltd,SHREEPAC.NS
Gujarat Alkalis & Chemicals Ltd.,GUJALKALI.NS
India Cements Ltd.,INDIACEM.NS
JK Tyre & Industries Ltd.,JKTYRE.NS
Mangalore Chemicals & Fertilisers L,MANGCHEFER.NS
Standard Industries Ltd.,SIL.NS
JUBILANT PHARMOVA LIMITED,JUBLPHARMA.NS
THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST.NS
Samyak International Limited,SAMYAKINT.NS
Aadi Industries Ltd,AADIIND.NS
SPARKLE GOLD ROCK LIMITED,SPARKLEGR.NS
Acknit Industries Ltd,ACKNIT.NS
Titan Securities Ltd.,TITANSEC.NS
REAL ECO-ENERGY LIMITED,REALECO.NS
Harmony Capital Services Ltd.,HRMNYCP.NS
Vivanza Biosciences Limited,VIVANZA.NS
Yashraj Containeurs Ltd.,YASHRAJC.NS
Lords Ishwar Hotels Limited,LORDSHOTL.NS
CSL Finance Limited,CSLFINANCE.NS
Sanghvi Movers Ltd.,SANGHVIMOV.NS
Selan Exploration Technology Ltd.,SELAN.NS
PURETROP FRUITS LIMITED,PURETROP.NS
Faze Three Ltd.,FAZE3Q.NS
ACE EDUTREND LIMITED,ACEEDU.NS
PRADHIN LIMITED,PRADHIN.NS
ANUPAM FINSERV LIMITED,ANUPAM.NS
Raj Packaging Industries Ltd.,RAJPACK.NS
PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL.NS
Natraj Proteins Ltd.,NATRAJPR.NS
Samrat Pharmachem Ltd.,SAMRATPH.NS
NPR Finance Ltd.,NPRFIN.NS
Nile Ltd.,NILE.NS
Udaipur Cement Works Limited,UDAICEMENT.NS
Amco India Ltd.,AMCOIND.NS
Optiemus Infracom Limited,OPTIEMUS.NS
Kreon Finnancial Services Limited,KREONFIN.NS
Gyan Developers & Builders Ltd.,GYANDEV.NS
Kisan Mouldings Ltd.,KISAN.NS
Garodia Chemicals Ltd.,GARODCH.NS
Kerala Ayurveda Limited,KERALAYUR.NS
Moongipa Capital Finance Ltd.,MONGIPA.NS
Mohit Paper Mills Ltd.,MOHITPPR.NS
Daulat Securities Ltd.,DAULAT.NS
Odyssey Technologies Ltd.,ODYSSEY.NS
VK Global Industries Limited,VKGLOBAL.NS
RSC International Limited,RSCINT.NS
Surat Trade and Mercantile Limited,SURATRAML.NS
Atharv Enterprises Limited,ATHARVENT.NS
FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER.NS
Themis Medicare Ltd.,THEMISMED.NS
KALLAM TEXTILES LTD,KALLAM.NS
Brawn Biotech Limited,BRAWN.NS
Fortune International Ltd.,FORINTL.NS
Kings Infra Ventures Limited,KINGSINFR.NS
SWOJAS FOODS LIMITED,SWOJAS.NS
Nutricircle Limited,NUTRICIRCLE.NS
Subhash Silk Mills Ltd.,SUBSM.NS
Auro Laboratories Ltd.,AUROLAB.NS
KJMC Financial Services Ltd.,KJMCFIN.NS
Suven Life Sciences Ltd.,SUVEN.NS
Aryaman Financial Services Ltd.,ARYAMAN.NS
Bridge Securities Ltd.,BRIDGESE.NS
Risa International Limited,RISAINTL.NS
Rajasthan Tube Mfg. Co,RAJTUBE.NS
Kay Power And Paper Ltd,KAYPOWR.NS
Inter State Oil Carrier Ltd,INTSTOIL.NS
Global Capital Markets Ltd.,GLOBALCA.NS
Sainik Finance and Industries Ltd,SAINIK.NS
ARIGATO UNIVERSE LIMITED,ARIGATO.NS
Rich Universe Network Ltd,RICHUNV.NS
Quantum Digital Vision (India) Ltd.,QUANTDIA.NS
S.P.Capital Financing Ltd.,SPCAPIT.NS
PAOS INDUSTRIES LIMITED,PAOS.NS
Shri Rajivlochan Oil Extraction Ltd,SHRAJOI.NS
Kothari Products Ltd.,KOTHARIPRO.NS
Piccadily Agro Industries ltd.,PICCADIL.NS
Chaman Lal Setia Exports Ltd.,CLSEL.NS
Chandra Prabhu International Ltd.,CHANDRAP.NS
KIMIA BIOSCIENCES LIMITED,KIMIABL.NS
Hindustan Tin Works Ltd.,HINDTIN.NS
Godavari Drugs Ltd.,GODAVARI.NS
Premco Global Ltd.,PREMCO.NS
Mukesh Babu Financial Services Ltd.,MUKESHB.NS
Genus Power Infrastructures Ltd,GENUSPOWER.NS
ASIAN ENERGY SERVICES LTD,ASIANENE.NS
KBS INDIA LIMITED,KBSINDIA.NS
PRABHHANS INDUSTRIES LIMITED,PRABHHANS.NS
Ugar Sugar Works Ltd.,UGARSUGAR.NS
Orient Bell Limited,ORIENTBELL.NS
NRB Bearings Ltd.,NRBBEARING.NS
Vamshi Rubber Ltd.,VAMSHIRU.NS
Nila Infrastructures Ltd,NILAINFRA.NS
DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO.NS
Vinyoflex Ltd.,VINYOFL.NS
Jindal Capital Ltd.,JINDCAP.NS
EPIC Energy Ltd.,EPIC.NS
Sumedha Fiscal Services Ltd.,SUMEDHA.NS
Kuwer Industries Ltd.,KUWERIN.NS
CHOKSI ASIA LIMITED,CHOKSI.NS
Ashish Polyplast Ltd.,ASHISHPO.NS
Shiva Global Agro Industries Limited,SHIVAAGRO.NS
Siddha Ventures Limited,SIDDHA.NS
Kiran Syntex Ltd.,KIRANSY-B.NS
Sumeru Industries Ltd.,SUMERUIND.NS
Rungta Irrigation Ltd.,RUNGTAIR.NS
GTT DATA SOLUTIONS LIMITED,GTTDATA.NS
Valson Industries Ltd.,VALSONQ.NS
Saboo Sodium Chloro Ltd.,SABOOSOD.NS
GSL Securities Ltd.,GSLSEC.NS
Tinna Rubber and Infrastructure Limited,TINNARUBR.NS
Vikram Thermo (India) Ltd.,VIKRAMTH.NS
STRATMONT INDUSTRIES LIMITED,STRATMONT.NS
A.K.Capital Services Ltd.,AKCAPIT.NS
Relaxo Footwears Ltd.,RELAXO.NS
Virat Industries Ltd.,VIRAT.NS
RAJNISH RETAIL LIMITED,RRETAIL.NS
Terai Tea Co. Ltd.,TERAI.NS
Cosco (India) ltd.,COSCO.NS
Ken Financial Services Ltd.,KENFIN.NS
Shilpa Medicare Ltd.,SHILPAMED.NS
Paramount Communications Ltd.,PARACABLES.NS
NCL Research And Financial Services,NCLRESE.NS
POPEES CARES LIMITED,POPEES.NS
Explicit Finance Limited,EXPLICITFIN.NS
Ladderup Finance Ltd.,LADDERUP.NS
U. Y. FINCORP LIMITED,UYFINCORP.NS
Ekam Leasing & Finance Co. Ltd.,EKAMLEA.NS
Swastika Investmart Ltd,SWASTIKA.NS
Prima Plastics Ltd.,PRIMAPLA.NS
TeleCanor Global Limited,TELECANOR.NS
Jagsonpal Finance & Leasing Ltd.,JAGSONFI.NS
Garg Furnace Ltd.,GARGFUR.NS
Sampre Nutritions Ltd.,SAMPRE.NS
Akar Auto Industries Limited,AAIL.NS
Vipul Organics Limited,VIPULORG.NS
Eco Recycling Limited,ECORECO.NS
Goodluck India Limited,GOODLUCK.NS
Goyal Associates Ltd.,GOYALASS.NS
Zenith Health Care Ltd.,ZENITHHE.NS
ACE ENGITECH LIMITED,ACEENGITEC.NS
York Exports Ltd.,YORKEXP.NS
Supreme Holdings & Hospitality (India) Ltd,SUPREME.NS
Lykis Limited,LYKISLTD.NS
Prime Property Development Corporation Ltd.,PRIMEPRO.NS
Zenlabs Ethica Limited,ZENLABS.NS
Raj Rayon Industries Limited,RAJRILTD.NS
ANIRIT VENTURES LIMITED,ANIRIT.NS
Gowra Leasing & Finance Ltd.,GOWRALE.NS
Jagan Lamps Ltd.,JAGANLAM.NS
Alps Industries Ltd.,ALPSINDUS.NS
Asit C Mehta Financial Services Limited,ASITCFIN.NS
ENCODE PACKAGING INDIA LIMITED,ENCODE.NS
Super Bakers (India) Ltd.,SUPERBAK.NS
Ovobel Foods Ltd.,OVOBELE.NS
ACS TECHNOLOGIES LIMITED,ACSTECH.NS
CHALLANI CAPITAL LIMITED,CHALLANI.NS
Coral Newsprints Ltd.,CORNE.NS
Sterling Tools Ltd.,STERTOOLS.NS
AGARWAL FORTUNE INDIA LIMITED,AGARWAL.NS
Dynamic Protfolio Management & Serv,DYNAMICP.NS
Inland Printers Ltd.,INLANPR.NS
Ceejay Finance Limited,CEEJAY.NS
Suncity Synthetics Ltd.,SUNCITYSY.NS
Shree Ganesh Elastoplast Ltd,SHGANEL.NS
Anna Infrastructures Ltd,ANNAINFRA.NS
Bhageria Industries Limited,BHAGERIA.NS
ONESOURCE INDUSTRIES AND VENTURES LIMITED,OIVL.NS
BNR Udyog Ltd.,BNRUDY.NS
KRBL Ltd.,KRBL.NS
SSPDL Limited,SSPDL.NS
Daikaffil Chemicals India Ltd.,DAIKAFFI.NS
Cil Securities Ltd.,CILSEC.NS
Clio Infotech Ltd.,CLIOINFO.NS
Cupid Limited,CUPID.NS
Sunshield Chemicals Ltd.,SUNSHIEL.NS
GDL Leasing & Finance ltd.,GDLLEAS.NS
Chembond Material Technologies Limited,CHEMBOND.NS
CAPITAL INDIA FINANCE LIMITED,CIFL.NS
Arunjyoti Bio Ventures Limited,ABVL.NS
Super Crop Safe Ltd.,SUCROSA.NS
N.G.Industries Ltd.,NGIND.NS
Asia Pack Ltd.,ASIAPAK.NS
S.I.Capital And Financial Services,SICAPIT.NS
ERP Soft Systems Ltd.,ERPSOFT.NS
R.R.Securities Ltd.,RRSECUR.NS
Remsons Industries Ltd.,REMSONSIND.NS
Integrated Thermoplastics Ltd.,INTETHR.NS
Ramsons Projects Ltd.,RAMSONS.NS
Haryana Financial Corporation ltd.,HARAFIN.NS
Euro Asia Exports Ltd.,EUROASIA.NS
Stanpacks (India) Ltd.,STANPACK.NS
Sri Adhikari Brothers Television Ne,SABTNL.NS
RAMINFO LIMITED,RAMINFO.NS
Sunil Agro Foods ltd.,SUNILAGR.NS
Diana Tea Co.Ltd.,DIANATEA.NS
Vikas EcoTech Limited,VIKASECO.NS
Indian Oil Corporation Ltd.,IOC.NS
Alfa Ica (India) Ltd,ALFAICA.NS
Shri Keshav Cements and Infra Limited,SKCIL.NS
India Home Loan Limited,INDIAHOME.NS
Roopa Industries Ltd.,ROOPAIND.NS
Unique Organics Ltd.,UNIQUEO.NS
Balaji Amines Ltd.,BALAMINES.NS
Swarna Securities Ltd.,SWRNASE.NS
Venmax Drugs And Pharmaceuticals Ltd,VENMAX.NS
Arihants Securities ltd.,ARISE.NS
Visagar Financial Services Ltd,VISAGAR.NS
Libord Securities Ltd.,LIBORD.NS
ERAAYA LIFESPACES LIMITED,EBIX.NS
Competent Automobiles Co. Ltd.,COMPEAU.NS
Dhanvantri Jeevan Rekha Ltd.,ZDHJERK.NS
Neelkanth Rockminerals ltd.,NEELKAN.NS
Vintage Securities Ltd.,VINTAGES.NS
Oswal Overseas Ltd,OSWALOR.NS
Contil India Limited,CONTILI.NS
Vijay Solvex Ltd.,VIJSOLX.NS
Shri Krishna Devcon Limited,SHRIKRISH.NS
Alankit Limited,ALANKIT.NS
United Credit ltd.,UNITDCR.NS
OM INFRA LIMITED,OMINFRAL.NS
Checkpoint Trends Limited,CHECKPOINT.NS
Ishan Dyes and Chemicals Limited,ISHANCH.NS
Gothi Plascon (India) Ltd.,GOTHIPL.NS
BALU FORGE INDUSTRIES LIMITED,BALUFORGE.NS
Ceenik Exports (india) Ltd.,CEENIK.NS
Patel Engineering Ltd,PATELENG.NS
KATI PATANG LIFESTYLE LIMITED,KATIPATANG.NS
Inani Marbles & Industries Ltd.,INANI.NS
Gemstone Investments Ltd.,GEMSI.NS
El Forge Ltd.,ELFORGE.NS
Medicamen Biotech Ltd.,MEDICAMEQ.NS
Alicon Castalloy Limited,ALICON.NS
Diligent Industries Limited,DILIGENT.NS
Epsom Properties Limited,EPSOMPRO.NS
Alfavision Overseas (India) Ltd.,ALFAVIO.NS
Organic Coatings Ltd.,ORGCOAT.NS
Catvision Limited,CATVISION.NS
ABM Knowledgeware Ltd.,ABMKNO.NS
Emami Ltd,EMAMILTD.NS
Kemistar Corporation Limited,KEMISTAR.NS
Associated Ceramics Ltd.,ASSOCER.NS
SKP Securities Ltd.,SKPSEC.NS
Syschem (India) Ltd.,SYSCHEM.NS
Mefcom Capital Markets Ltd.,MEFCOMCAP.NS
Hemang Resources Limited,HEMANG.NS
Arman Financial Services Limited,ARMANFIN.NS
Tavernier Resources Limited,TAVERNIER.NS
Filtron Engineers Ltd.,FILTRON.NS
Glance Finance Ltd.,GLANCE.NS
Shilchar Technologies Ltd.,SHILCTECH.NS
TRADEWELL HOLDINGS LIMITED,TRADEWELL.NS
SPRIGHT AGRO LIMITED,SPRIGHT.NS
Nucleus Software Exports Ltd,NUCLEUS.NS
Colinz Laboratories ltd.,COLINZ.NS
Nalin Lease Finance Ltd.,NLFL.NS
Manappuram Finance Limited,MANAPPURAM.NS
RTS Power Corporation Ltd.,RTSPOWR.NS
Comfort Intech Ltd,COMFINTE.NS
Shyama Computronics and Services Limited,SHYAMACOMP.NS
Mayur Floorings Ltd.,MAYURFL.NS
Anjani Synthetics Limited,ANJANI.NS
XTGLOBAL INFOTECH LIMITED,XTGLOBAL.NS
Deco-Mica Ltd.,DECOMIC.NS
Rander Corporation Ltd.,RANDER.NS
Rasi Electrodes Ltd.,RASIELEC.NS
SCOOBEE DAY GARMENTS (INDIA) LIMITED,SCOOBEEDAY.NS
Citiport Financial Services Ltd.,CITIPOR.NS
Dhruva Capital Services Ltd.,DHRUVCA.NS
LINC LIMITED,LINC.NS
Prima Industries Ltd.,PRIMAIN.NS
India Gelatine & Chemicals Ltd.,INDGELA.NS
Optimus Finance Limited,OPTIFIN.NS
Paragon Finance Ltd.,PARAGONF.NS
Pratiksha Chemicals Ltd.,PRATIKSH.NS
Esha Media Research Limited,ESHAMEDIA.NS
Refex Renewables & Infrastructure Limited,REFEXRENEW.NS
EQUILATERAL ENTERPRISES LIMITED,EQUILATERA.NS
V.S.T.Tillers Tractors Ltd.,VSTTILLERS.NS
B2B Software Technologies Ltd.,B2BSOFT.NS
Radhe Developers (India) ltd.,RADHEDE.NS
Elixir Capital Limited,ELIXIR.NS
Trishakti Industries Limited,TRISHAKT.NS
Pankaj Polymers Ltd.,PANKAJPO.NS
MARBLE CITY INDIA LIMITED,MARBLE.NS
Cindrella Financial Services Ltd.,CINDRELL.NS
ADHATA GLOBAL LIMITED,ADHHATA.NS
National Plastic Technologies Ltd,NATPLASTI.NS
Lead Financial Services Ltd,LEADFIN.NS
National Fittings Limited,NATFIT.NS
Artefact Projects Ltd,ARTEFACT.NS
Amit International Ltd.,AMITINT.NS
High Street Filatex Limited,HIGHSTREE.NS
Nutech Global Ltd.,NUTECGLOB.NS
DHP India Ltd.,DHPIND.NS
RRIL LIMITED,RRIL.NS
Available Finance Ltd.,AVAILFC.NS
INTEGRA CAPITAL LIMITED,INTCAPL.NS
Maruti Securities Ltd.,MARUTISE.NS
SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA.NS
JAYATMA INDUSTRIES LIMITED,JAYIND.NS
Roselabs Finance Ltd.,ROSELABS.NS
Charms Industries Ltd,CHARMS.NS
KRETTO SYSCON LIMITED,KRETTOSYS.NS
Vikalp Securities Ltd.,VIKALPS.NS
Zydus Wellness Limited,ZYDUSWELL.NS
Milestone Global Limited,MILESTONE.NS
Bervin Investments And Leasing Ltd.,BERVINL.NS
Gujarat Investa Ltd.,GUJINV.NS
Container Corporation Of India Ltd.,CONCOR.NS
Eastern Treads Ltd.,EASTRED.NS
Panacea Biotec Ltd.,PANACEABIO.NS
Peeti Securities Ltd.,PEETISEC.NS
MERCURY EV-TECH LIMITED,MERCURYEV.NS
Choice International Ltd,CHOICEIN.NS
Shriram Asset Management Co.Ltd.,SRAMSET.NS
Golechha Global Finance Ltd.,GOLECHA.NS
Ekansh Concepts Limited,EKANSH.NS
SPARC ELECTREX LIMITED,SPAR.NS
The Byke Hospitality Ltd,BYKE.NS
Centenial Surgical Suture Ltd.,CSURGSU.NS
Arihant Foundations & Housing Ltd.,ARIHANT.NS
Hasti Finance Ltd.,HASTIFIN.NS
Upsurge Investment And Finance Ltd.,UPSURGE.NS
Padam Cotton Yarns Ltd.,PADAMCO.NS
Women Networks Ltd.,WOMENNET.NS
Polycon International Ltd.,POLYCON.NS
Source Natural Foods & Herbal Suppl Ltd,SOURCENTRL.NS
G.G.Automotive Gears Ltd.,GGAUTO.NS
Almondz Global Securities Limited,ALMONDZ.NS
LWS Knitwear Ltd,LWSKNIT.NS
ANS Limited,ANSINDUS.NS
Tuni Textile Mills Ltd.,TUNITEX.NS
Radix Industries (India) Limited,RADIXIND.NS
Narendra Properties Ltd.,NARPROP.NS
Mega Corporation Ltd,MEGACOR.NS
Tamil Nadu Newsprint And Papers Ltd,TNPL.NS
Shakti Pumps (India) Ltd.,SHAKTIPUMP.NS
Systematix Securities Ltd.,SYTIXSE.NS
Saffron Industries Limited,SAFFRON.NS
Prakash Woollen & Synthetic Mills Ltd,PWASML.NS
AION-TECH SOLUTIONS LIMITED,GOLDTECH.NS
Lyons Corporate Market Ltd.,LYONSCO.NS
Vardhman Concrete Limited,VARDHMAN.NS
GRM Overseas Ltd.,GRMOVER.NS
Mohit Industries Limited,MOHITIND.NS
Polylink Polymers (india) Ltd.,POLYLINK.NS
Minaxi Textiles Ltd.,MINAXI.NS
Boston Bio Systems Ltd.,BOSTONBIO.NS
Continental Controls Ltd.,CONTICON.NS
Nouveau Global Ventures Limited,NOUVEAU.NS
Duke Offshore Ltd.,DUKEOFS.NS
Cybele Industries Limited,CYBELEIND.NS
Filmcity Media Ltd.,FILME.NS
Cg-Vak Software & Exports Ltd.,CGVAK.NS
NAVKAR URBANSTRUCTURE LIMITED,NAVKARURB.NS
Blue Coast Hotels Ltd,BLUECOAST.NS
Madhucon Projects Ltd.,MADHUCON.NS
Sybly Industries Ltd.,SYBLY.NS
Rajesh Exports Ltd.,RAJESHEXPO.NS
Esaar (India) Ltd.,ESARIND.NS
Maris Spinners Ltd.,MARIS.NS
Indergiri Finance ltd.,INDERGR.NS
Shukra Bullions Limited,SKRABUL.NS
Eveready Industries India Ltd.,EVEREADY.NS
Step Two Corporation Ltd.,STEP2COR.NS
Orient Tradelink Ltd.,ORIENTTR.NS
VIKAS PROPPANT & GRANITE LTD.,VIKASPROP.NS
Desh Rakshak Aushdhalaya Ltd.,DESHRAK.NS
Ace Software Exports ltd.,ACESOFT.NS
Softrak Venture Investments Ltd.,SOFTRAKV.NS
Hatsun Agro Products Ltd.,HATSUN.NS
ACCEDERE LIMITED,ACCEDERE.NS
MIZZEN VENTURES LIMITED,MIZVEN.NS
Rishabh Digha Steel And Allied Prod,RISHDIGA.NS
Maruti Infrastructure Ltd.,MAINFRA.NS
KOBO BIOTECH LIMITED,KOBO.NS
Jindal Worldwide Ltd.,JINDWORLD.NS
Somany Ceramics Limited,SOMANYCERA.NS
Jhaveri Credits & Capital Ltd.,JHACC.NS
Raghunath Tobacco Co. Ltd.,RAGHUTOB.NS
DISHA RESOURCES LIMITED,DRL.NS
Coral India Finance And Housing Ltd,CORALFINAC.NS
Amit Securities Ltd.,AMITSEC.NS
Pushpsons Industries Ltd.,PUSHPIN.NS
Ashutosh Paper Mills Ltd.,ASHUTPM.NS
Sanjivani Paranteral Ltd.,SANJIVIN.NS
Vas Infrastructure Ltd.,VASINFRA.NS
KMF Builders & Developers Ltd.,KMFBLDR.NS
Beryl Securities Ltd,BERYLSE.NS
RAP CORP LIMITED,RAP.NS
Devine Impex Limited,DEVINE.NS
Bampsl Securities Ltd.,BAMPSL.NS
GENPHARMASEC LIMITED,GENPHARMA.NS
Incon Engineers Ltd.,INCON.NS
Capri Global Capital Limited,CGCL.NS
Midland Polymers Ltd.,MIDPOLY.NS
FDC Ltd.,FDC.NS
GOGIA CAPITAL GROWTH LIMITED,GOGIACAPGL.NS
Gorani Industries Ltd.,GORANIN.NS
KG Petrochem Ltd.,KGPETRO.NS
UFM Industries Ltd,UFMINDL.NS
Meyer Apparel Limited,MAL.NS
Starcom Information Technology Ltd,STARCOM.NS
Country Condo's Ltd,COUNCODOS.NS
Orosil Smiths India Limited,OROSMITHS.NS
TEJASSVI AAHARAM LIMITED,TEJASSVI.NS
Lincoln Pharmaceuticals ltd.,LINCOLN.NS
Silver Oak (India) Ltd.,SILVOAK.NS
PRAVEG LIMITED,PRAVEG.NS
Suraj Ltd.,SURAJLTD.NS
Suvidha Infraestate Corporation Limited,SICL.NS
Marico Limited,MARICO.NS
Tokyo Finance Ltd.,TOKYOFIN.NS
National General Industries Ltd.,NATGENI.NS
UVS HOSPITALITY AND SERVICES LIMITED,UVS.NS
ABATE AS INDUSTRIES LIMITED,ABATEAS.NS
Hittco Tools Ltd.,HITTCO.NS
YUVRAAJ HYGIENE PRODUCTS LTD,YUVRAAJHPL.NS
RR METALMAKERS INDIA LIMITED,RRMETAL.NS
Vision Corporation Ltd.,VISIONCO.NS
Bisil Plast Limited,BISIL.NS
Inani Securities Ltd.,INANISEC.NS
Anka India Ltd.,ANKIN.NS
Aris International Limited,ARISINT.NS
Mayur Leather Products Ltd.,MAYUR.NS
AMERISE BIOSCIENCES LIMITED,AMERISE.NS
Prithvi Exchange (India) Limited,PRITHVIEXCH.NS
Khyati Multimedia-Entertainment Ltd,KHYATI.NS
Rainbow Foundations Ltd,RAINBOWF.NS
VSD Confin ltd.,VSDCONF.NS
Tricom Fruit Products Limited,TRICOMFRU.NS
Vidhi Specialty Food Ingredients Limited,VIDHIING.NS
Bhagiradha Chemicals and Industries,BHAGCHEM.NS
GACM Technologies Limited,GATECH.NS
Panchsheel Organic Ltd.,PANCHSHEEL.NS
Menon Pistons Ltd.,MENNPIS.NS
Prism Finance Ltd.,PRISMFN.NS
Greencrest Financial Services Limited,GREENCREST.NS
Gennex Laboratories Ltd,GENNEX.NS
Hira Automobiles Ltd.,HIRAUTO.NS
Gini Silk Mills Ltd.,GINISILK.NS
Prajay Engineers Syndicate Ltd.,PRAENG.NS
BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN.NS
G.k.Consultants Ltd.,GKCONS.NS
APOLLO PIPES LIMITED,APOLLOPIPE.NS
Unjha Formulations Ltd.,UNJHAFOR.NS
Poly Medicure Ltd,POLYMED.NS
SHRADDHA PRIME PROJECTS LTD,SHRADDHA.NS
Kachchh Minerals Ltd.,KACHCHH.NS
Padmanabh Alloys & Polymers Ltd.,PADALPO.NS
Kaiser Corporation Limited,KACL.NS
KCL Infra Projects Limited,KCLINFRA.NS
Atul Auto Limited,ATULAUTO.NS
Scan Projects Ltd,SCANPRO.NS
Prerna Infrabuild Limited,PRERINFRA.NS
Metal Coatings (India) Ltd.,METALCO.NS
SGN Telecoms Ltd.,SGNTE.NS
Ganga Papers India Ltd,GANGAPA.NS
Tirupati Sarjan Ltd.,TIRSARJ.NS
Munoth Financial Services Ltd.,MUNOTHFI.NS
Rodium Realty Limited,RODIUM.NS
Natura Hue Chem Ltd.,NATHUEC.NS
IEC Education Limited,IECEDU.NS
Indus Finance Limited,INDUSFINL.NS
Lahoti Overseas Ltd.,LAHOTIOV.NS
ZENITH STEEL PIPES AND INDUSTRIES LIMITED,ZENITHSTL.NS
Trinity League India Limited,TRINITYLEA.NS
Asian Star Co. Ltd.,ASTAR.NS
ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL.NS
Joindre Capital Services Ltd.,JOINDRE.NS
Bharat Agri Fert and Realty Ltd,BHARATAGRI.NS
Unitech International Ltd,UNITINT.NS
Sacheta Metals Ltd.,SACHEMT.NS
Popular Estate Management Ltd,POPULARES.NS
Anjani Finance Ltd,ANJANIFIN.NS
SVA India Ltd,SVAINDIA.NS
Rexnord Electronics & Controls Ltd.,REXNORD.NS
INTEGRATED INDUSTRIES LIMITED,IIL.NS
Khandwala Securities Ltd.,KHANDSE.NS
SAWACA ENTERPRISES LIMITED,SAWACA.NS
CCL International Ltd,CCLINTER.NS
Gallops Enterprise Limited,GALLOPENT.NS
CROISSANCE LIMITED,CROISSANCE.NS
Madhuveer Com 18 Network Limited,MADHUVEER.NS
Galaxy Agrico Exports Ltd.,GALAGEX.NS
Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST.NS
Hindustan Appliances Ltd,HINDAPL.NS
Agarwal Industrial Corporation Limited,AGARIND.NS
Dhampure Speciality Sugars Ltd.,DHAMPURE.NS
Shantanu Sheorey Aquakult ltd.,SHAQUAK.NS
Sarthak Industries Ltd.,SARTHAKIND.NS
Sai Capital Ltd.,SAICAPI.NS
LEXORAA INDUSTRIES LIMITED,LEXORAA.NS
Chadha Papers Ltd.,CHADPAP.NS
Vertex Securities Ltd.,VERTEX.NS
Riba Textiles Ltd.,RIBATEX.NS
Newtime Infrastructure Limited,NEWINFRA.NS
Kashyap Tele-Medicines Limited,KASHYAP.NS
Shree Metalloys Limited,SHREMETAL.NS
IITL PROJECTS LIMITED,IITLPROJ.NS
Hari Govind International Ltd.,HARIGOV.NS
Chartered Logistics Ltd,CHLOGIST.NS
